year,vote,rep_respondent,ind_respondent,dem_respondent,state,id,comp_challenger,comp_incumbent,cook,pop,expenditures,dem_inc,inc_age,inc_tenure,vote_incumbent,same,diff,cook_inc_risk
1994,"1. democrat",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,0,0,1
1994,"2. republican",1,0,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,1,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
1994,"2. republican",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,1,0,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
1994,"2. republican",1,0,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,1,1
1994,"1. democrat",1,0,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,0,1,1
1994,"2. republican",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,1,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"1. democrat",1,0,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,0,1,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
1994,"1. democrat",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,0,0,1
1994,"1. democrat",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,0,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"2. republican",1,0,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,1,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"1. democrat",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,1,0,1
1994,"1. democrat",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,1,0,0,1
1994,"2. republican",0,0,1,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,1,0,1
1994,"2. republican",0,1,0,"MA","MA_1994",1.843904,.1804239,"LikelyDem",6.031352,15.84688,1,62,32,0,0,0,1
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"2. republican",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,0,0,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"2. republican",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,0,0,0,3
2000,"1. democrat",1,0,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,1,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"2. republican",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,0,0,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",1,0,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,1,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"2. republican",1,0,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,0,0,1,3
2000,"2. republican",1,0,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,0,0,1,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",1,0,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,1,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",1,0,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,1,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,1,0,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,0,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
2000,"1. democrat",0,0,1,"MA","MA_2000",-.9660999,.1804239,"SolidDem",6.362604,12.00718,1,68,38,1,1,0,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,1,3
1992,"2. republican",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,1,0,3
1992,"2. republican",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,0,1,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"2. republican",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,0,1,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"2. republican",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,1,0,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1992,"2. republican",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,1,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,1,3
1992,"2. republican",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,0,1,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"2. republican",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,0,1,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1992,"2. republican",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,0,1,3
1992,"2. republican",1,0,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,0,0,1,3
1992,"1. democrat",0,1,0,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,0,0,3
1992,"1. democrat",0,0,1,"MD","MD_1992",.5815636,-1.505998,"SolidDem",4.902545,13.98,1,56,5,1,1,0,3
1994,"2. republican",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,0,1
1994,"1. democrat",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,0,0,1
1994,"2. republican",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,1,1
1994,"1. democrat",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,1,0,1
1994,"1. democrat",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,1,0,1
1994,"2. republican",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,1,1
1994,"1. democrat",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,1,0,1
1994,"1. democrat",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,0,1,1
1994,"1. democrat",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,0,0,1
1994,"1. democrat",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,1,0,1
1994,"2. republican",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,1,1
1994,"2. republican",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,1,1
1994,"1. democrat",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,0,0,1
1994,"2. republican",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,1,1
1994,"1. democrat",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,1,0,1
1994,"2. republican",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,0,1
1994,"2. republican",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,1,0,1
1994,"2. republican",1,0,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,1,1
1994,"1. democrat",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,0,0,1
1994,"2. republican",0,1,0,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,0,0,0,1
1994,"1. democrat",0,0,1,"MD","MD_1994",.4777415,1.057904,"LikelyDem",4.985411,14.97918,1,61,17,1,1,0,1
2000,"2. republican",0,1,0,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,0,0,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"2. republican",1,0,0,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,0,0,1,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"2. republican",1,0,0,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,0,0,1,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"2. republican",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,0,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"2. republican",1,0,0,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,0,0,1,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",1,0,0,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,0,1,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2000,"1. democrat",0,0,1,"MD","MD_2000",-.7321448,1.057904,"SolidDem",5.311695,11.89728,1,67,23,1,1,0,3
2004,"2. republican",1,0,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,0,1,3
2004,"2. republican",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,0,0,3
2004,"1. democrat",0,0,1,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,1,0,3
2004,"1. democrat",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,0,3
2004,"1. democrat",0,0,1,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,1,0,3
2004,"1. democrat",0,0,1,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,1,0,3
2004,"1. democrat",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,0,3
2004,"2. republican",0,0,1,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,1,0,3
2004,"1. democrat",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,0,3
2004,"1. democrat",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,0,3
2004,"1. democrat",0,0,1,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,1,0,3
2004,"2. republican",1,0,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,0,1,3
2004,"1. democrat",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,0,3
2004,"1. democrat",1,0,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,1,3
2004,"1. democrat",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,0,0,3
2004,"2. republican",1,0,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,0,1,3
2004,"1. democrat",0,0,1,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,1,1,0,3
2004,"2. republican",1,0,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,0,1,3
2004,"2. republican",0,1,0,"MD","MD_2004",-1.44388,-1.505998,"SolidDem",5.553249,14.64857,1,68,17,0,0,0,3
2000,"1. democrat",0,1,0,"ME","ME_2000",.7375013,-.2567124,"SolidRep",1.277483,13.50529,0,53,5,0,0,0,3
2002,"1. democrat",0,0,1,"ME","ME_2002",-.5229108,.7910323,"LeanRep",1.296817,15.1523,0,50,5,0,0,1,2
2002,"1. democrat",0,0,1,"ME","ME_2002",-.5229108,.7910323,"LeanRep",1.296817,15.1523,0,50,5,0,0,1,2
2002,"2. republican",1,0,0,"ME","ME_2002",-.5229108,.7910323,"LeanRep",1.296817,15.1523,0,50,5,1,1,0,2
2002,"2. republican",0,1,0,"ME","ME_2002",-.5229108,.7910323,"LeanRep",1.296817,15.1523,0,50,5,1,0,0,2
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,0,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"2. republican",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,0,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,0,0
2000,"2. republican",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,0,0,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,0,0,0
2000,"1. democrat",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,0,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,1,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2000,"2. republican",1,0,0,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,1,1,0,0
2000,"1. democrat",0,0,1,"MI","MI_2000",-.4263456,-2.490958,"TossUpRep",9.956689,15.91898,0,48,-1,0,0,1,0
2002,"1. democrat",0,0,1,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,1,0,3
2002,"1. democrat",1,0,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,0,1,3
2002,"2. republican",1,0,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,0,0,1,3
2002,"1. democrat",1,0,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,0,1,3
2002,"1. democrat",0,1,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,0,0,3
2002,"2. republican",1,0,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,0,0,1,3
2002,"1. democrat",0,1,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,0,0,3
2002,"1. democrat",0,1,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,0,0,3
2002,"1. democrat",0,0,1,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,1,0,3
2002,"1. democrat",0,1,0,"MI","MI_2002",.9892195,.5911691,"SolidDem",10.03817,13.83026,1,68,23,1,0,0,3
